county,sub_county,year_1,month_2,disease_condition,nature_of_diagnosis_clinical_lab_pm,species,no_sick,deaths,diagnosis,date
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,3,9,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,3,9,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,14,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Sheep,2,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Sheep,14,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Sheep,12,9,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,12,9,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,12,9,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,3,9,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,14,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Sheep,2,9,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,2,9,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,3,9,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,2,9,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,3,9,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,3,9,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,2,9,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,12,9,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,3,9,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,3,9,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,12,9,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,1,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Sheep,3,9,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,14,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Sheep,14,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Sheep,3,9,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,9,3,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,14,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Sheep,14,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Sheep,14,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Sheep,14,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Sheep,1,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Sheep,14,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Sheep,14,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Sheep,31,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Sheep,14,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Sheep,14,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Sheep,14,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Sheep,14,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Goats,14,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Sheep,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,14,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Sheep,14,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Sheep,14,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Sheep,14,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Sheep,14,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Sheep,14,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Post Mortem,Sheep,2,0,Post Mortem,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Sheep,14,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Sheep,14,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Sheep,14,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Sheep,12,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Sheep,2,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Sheep,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,1,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,2,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,1,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Rvf,Clinical,Cattle,1,0,Clinically confirmed,2020-03-01
Embu,Runyenjes,2020,March,Brucellosis,Clinical,Donkey,1,0,Clinically confirmed,2020-03-01
Embu,Mbeere South,2020,April,Anthrax,Clinical/Post Mortem,Cattle,1,1,Clinically confirmed,2020-04-01
Embu,Mbeere South,2020,April,Anthrax,Post Mortem,Cattle,1,1,Post Mortem,2020-04-01
Embu,Mbeere South,2020,April,Anthrax,Post Mortem,Cattle,1,1,Post Mortem,2020-04-01
Embu,Runyenjes,2020,May,Anthrax,Clinical,Bovine,1,1,Clinically confirmed,2020-05-01
Embu,Manyatta,2020,July,Rabies,Clinical,Canine,1,0,Clinically confirmed,2020-07-01
Embu,Manyatta,2020,July,Brucellosis,Clinical,Bovine,1,0,Clinically confirmed,2020-07-01
Embu,Mbeere South,2020,October,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2020-10-01
Garissa,Garissa Township,2020,February,Rvf,Clinical,Cattle,10,1,Clinically confirmed,2020-02-01
Garissa,Dadaab,2020,November,Brucellosis,Clinical,Caprine,2,0,Clinically confirmed,2020-11-01
Isiolo,Isiolo,2020,January,Brucellosis,Laboratory,Camel,1,0,Lab confirmed,2020-01-01
Kiambu,Gatundu North,2020,May,Anthrax,Clinical,Bovine,1,1,Clinically confirmed,2020-05-01
Kakamega,Kwisero,2019,January,Rabies,Laboratory,Bovine,1,1,Lab confirmed,2019-01-01
Kakamega,Khwisero,2020,May,Rabies,Clinical,Bovine,1,1,Clinically confirmed,2020-05-01
Kakamega,Butere,2020,June,Rabies,Clinical,Canine,1,1,Clinically confirmed,2020-06-01
Kakamega,Khwisero,2020,August,Rabies,Clinical,Bovine,1,1,Clinically confirmed,2020-08-01
Kakamega,Butere,2020,July,Rabies,Laboratory,Bovine,1,1,Lab confirmed,2020-07-01
Kakamega,Navakholo,2020,July,Rabies,Clinical,Bovine,3,3,Clinically confirmed,2020-07-01
Kakamega,Navakholo,2020,July,Rabies,Laboratory,Bovine,3,3,Lab confirmed,2020-07-01
Kakamega,Khwisero,2020,November,Rabies,Clinical,Canine,1,1,Clinically confirmed,2020-11-01
Kakamega,Butere,2020,November,Rabies,Clinical,Canine,1,1,Clinically confirmed,2020-11-01
Kakamega,Butere,2020,November,Rabies,Clinical,Canine,1,1,Clinically confirmed,2020-11-01
Kakamega,Butere,2020,October,Rabies,Clinical,Canine,1,1,Clinically confirmed,2020-10-01
Kakamega,Khwisero,2020,October,Rabies,Clinical,Canine,1,1,Clinically confirmed,2020-10-01
Kericho,Ainamoi,2020,February,Rabies,Laboratory,Caprine,1,1,Lab confirmed,2020-02-01
Kericho,Roret,2020,April,Rabies,Laboratory,Dog,1,1,Lab confirmed,2020-04-01
Kericho,Kericho West,2020,August,Anthrax,Laboratory,Bovine,1,1,Lab confirmed,2020-08-01
Kericho,Kericho West,2020,August,Anthrax,Laboratory,Bovine,1,1,Lab confirmed,2020-08-01
Kericho,Soin sigowet,2020,December,Rabies,Laboratory,Bovine,1,1,Lab confirmed,2020-12-01
Kericho,Buret,2020,December,Rabies,Laboratory,Bovine,1,1,Lab confirmed,2020-12-01
Kilifi,Kaloleni,2020,December,Rabies,Laboratory,Bovine,1,1,Lab confirmed,2020-12-01
Kilifi,Kaloleni,2020,October,Anthrax,Laboratory,Bovine,1,1,Lab confirmed,2020-10-01
Kisii,Kisii,2020,March,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2020-03-01
Kisii,Nyamache,2020,January,Rabies,Laboratory,Cattle,1,1,Lab confirmed,2020-01-01
Kisii,Bomachoge Borabu,2020,January,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2020-01-01
Kisii,Nyaribari Masaba,2020,January,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2020-01-01
Kisii,Nyaribari Masaba,2020,May,Rvf,Clinical,Bovine,1,0,Clinically confirmed,2020-05-01
Kisumu,Muhoroni,2020,August,Rabies,Clinical,Canine,1,0,Clinically confirmed,2020-08-01
Kisumu,Muhoroni,2020,August,Rabies,Laboratory,Bovine,1,0,Lab confirmed,2020-08-01
Kisumu,Muhoroni,2020,July,Rabies,Clinical,Canine,1,0,Clinically confirmed,2020-07-01
Kisumu,Seme,2020,July,Rabies,Clinical,Canine,1,0,Clinically confirmed,2020-07-01
Kisumu,Muhoroni,2020,July,Rabies,Laboratory,Ovine,1,1,Lab confirmed,2020-07-01
Kisumu,Muhoroni,2020,July,Rabies,Clinical,Canine,1,1,Clinically confirmed,2020-07-01
Kisumu,Nyando,2020,December,Rabies,Laboratory,Canine,2,2,Lab confirmed,2020-12-01
Kisumu,Muhoroni,2020,October,Rabies,Clinical,"Canine, feline",1,0,Clinically confirmed,2020-10-01
Kisumu,Nyakach,2020,October,Rabies,Clinical,"Canine, feline",1,0,Clinically confirmed,2020-10-01
Kisumu,Nyakach,2020,October,Rabies,Clinical,"Canine, feline",1,0,Clinically confirmed,2020-10-01
Kisumu,Kisumu Central,2020,October,Rabies,Clinical,"Canine, feline",1,0,Clinically confirmed,2020-10-01
Kitui,Kitui south,2020,November,Rabies,Clinical,Canine,1,NA,Clinically confirmed,2020-11-01
Kitui,Mwingi Central,2020,November,Brucellosis,Clinical,Caprine,1,0,Clinically confirmed,2020-11-01
Kitui,Mwingi North,2020,November,Rabies,Clinical,Caprine,2,0,Clinically confirmed,2020-11-01
Kitui,Kitui Rural,2020,November,Brucellosis,Clinical,Bovine,1,0,Clinically confirmed,2020-11-01
Kitui,Kitui Rural,2020,November,Rabies,Clinical,Canine,1,1,Clinically confirmed,2020-11-01
Kitui,Mwingi West,2020,November,Rabies,Clinical,Canine,2,0,Clinically confirmed,2020-11-01
Kitui,Mwingi West,2020,December,Rabies,Clinical,caprine,1,0,Clinically confirmed,2020-12-01
Kitui,Kitui East,2020,December,Rabies,Clinical,Donkey,1,1,Clinically confirmed,2020-12-01
Kitui,Kitui Rural,2020,December,Rabies,Clinical,canine,1,0,Clinically confirmed,2020-12-01
Kitui,Kitui Rural,2020,December,Rabies,Clinical,canine,1,0,Clinically confirmed,2020-12-01
Kitui,Kitui East,2020,October,Rabies,Clinical,Dogs,1,NA,Clinically confirmed,2020-10-01
Kitui,Mwingi North,2020,October,Rabies,Clinical,Dogs,1,NA,Clinically confirmed,2020-10-01
Kitui,Kitui Rural,2020,October,Rabies,Clinical,Cattle,1,NA,Clinically confirmed,2020-10-01
Kitui,Mwingi North,2020,October,Rabies,Clinical,Cattle,1,NA,Clinically confirmed,2020-10-01
Kitui,Kitui central,2020,October,Rabies,Clinical,dogs,2,0,Clinically confirmed,2020-10-01
Kitui,Kitui central,2020,October,Rabies,Clinical,goat,1,0,Clinically confirmed,2020-10-01
Kitui,Mwingi Central,2020,October,Brucellosis,Clinical,Goats,2,0,Clinically confirmed,2020-10-01
Kitui,Kitui East,2020,October,Rabies,Clinical,Dogs,2,0,Clinically confirmed,2020-10-01
Kitui,Mwingi Central,2020,October,Rvf,Clinical,Goats,1,0,Clinically confirmed,2020-10-01
Kitui,Mwingi North,2020,October,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2020-10-01
Kitui,Kitui Rural,2020,October,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2020-10-01
Kitui,Mwingi North,2020,October,Rabies,Clinical,Cattle,2,0,Clinically confirmed,2020-10-01
Kitui,Kitui Central,2020,October,Anthrax,Clinical,Cattle,2,2,Clinically confirmed,2020-10-01
Kwale,Kinango,2020,May,Rabies,Clinical,Canine,1,0,Clinically confirmed,2020-05-01
Kwale,Kinango,2020,August,Rabies,Clinical,Canine,1,0,Clinically confirmed,2020-08-01
Kwale,Msambweni,2020,July,Rabies,Clinical,Canine,3,3,Clinically confirmed,2020-07-01
Kwale,Msambweni,2020,July,Rabies,Clinical,Canine,1,0,Clinically confirmed,2020-07-01
Kwale,Kinango,2020,December,Rabies,Clinical,Bovine,1,0,Clinically confirmed,2020-12-01
Kwale,Msambweni,2020,October,Rabies,Laboratory,Canine,1,1,Lab confirmed,2020-10-01
Kwale,Kinango,2020,October,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2020-10-01
Kwale,Kinango,2020,October,Rabies,Clinical,Goats,1,0,Clinically confirmed,2020-10-01
Laikipia,Laikipia East,2020,February,Anthrax,Laboratory,Bovine,1,1,Lab confirmed,2020-02-01
Lamu,Lamu West,2020,November,Anthrax,Laboratory,Bovine,1,1,Lab confirmed,2020-11-01
Lamu,Lamu West,2020,November,Rabies,Clinical,Canine,2,1,Clinically confirmed,2020-11-01
Lamu,Lamu West,2020,December,Rabies,Clinical,caprine,1,1,Clinically confirmed,2020-12-01
Lamu,Lamu West,2020,December,Rabies,Clinical,canine,1,1,Clinically confirmed,2020-12-01
Machakos,Kathiani,2020,June,Rabies,Clinical,Bovine,1,0,Clinically confirmed,2020-06-01
Machakos,Kathiani,2020,August,Rabies,Clinical,Canine,1,0,Clinically confirmed,2020-08-01
Machakos,Kathiani,2020,July,Rabies,Clinical,Canine,1,0,Clinically confirmed,2020-07-01
Machakos,Kangundo,2020,July,Brucellosis,Clinical,Bovine,1,0,Clinically confirmed,2020-07-01
Machakos,Kangundo,2020,July,Brucellosis,Clinical,Bovine,1,0,Clinically confirmed,2020-07-01
Machakos,Kathiani,2020,July,Rabies,Clinical,Canine,2,0,Clinically confirmed,2020-07-01
Machakos,Kathiani,2020,July,Brucellosis,Clinical,Caprine,1,0,Clinically confirmed,2020-07-01
Machakos,Kangundo,2020,October,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2020-10-01
Machakos,Kathiani,2020,October,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2020-10-01
Makueni,Mbooni,2020,January,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2020-01-01
Makueni,Mbooni,2020,January,Rabies,Clinical,Cattle,2,2,Clinically confirmed,2020-01-01
Makueni,Kibwezi West,2020,August,Rabies,Clinical,Canine,1,0,Clinically confirmed,2020-08-01
Makueni,Makueni,2020,August,Brucellosis,Clinical,Caprine,1,0,Clinically confirmed,2020-08-01
Makueni,Makueni,2020,October,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2020-10-01
Meru,Buuri,2020,August,Rabies,Clinical,Bovine,1,0,Clinically confirmed,2020-08-01
Meru,IMENTI NORTH,2020,October,Anthrax,Laboratory,PORCINE,10,11,Lab confirmed,2020-10-01
Mombasa,Nyali,2020,November,Rabies,Laboratory,Canine,1,1,Lab confirmed,2020-11-01
Murang'a,Kiharu,2020,March,Anthrax,Clinical,Cattle,1,1,Clinically confirmed,2020-03-01
Murang'a,Gatanga,2020,March,Anthrax,Clinical,Cattle,1,4,Clinically confirmed,2020-03-01
Murang'a,Kiharu,2020,March,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2020-03-01
Murang'a,Mathioya,2020,March,Brucellosis,Clinical,Cattle,20,0,Clinically confirmed,2020-03-01
Murang'a,Mathioya,2020,June,Rabies,Clinical,Bovine,1,0,Clinically confirmed,2020-06-01
Murang'a,Kiharu,2020,June,Rabies,Clinical,Canine,1,0,Clinically confirmed,2020-06-01
Nandi,Aldai,2020,January,Anthrax,Clinical,Cattle,1,1,Clinically confirmed,2020-01-01
Nandi,Chesumei,2020,January,Rabies,Clinical,Cattle,2,0,Clinically confirmed,2020-01-01
Nandi,Emgwen,2020,July,Rabies,Clinical,Bovine,1,0,Clinically confirmed,2020-07-01
Narok,Narok South,2020,November,Rabies,Clinical,Canine,2,1,Clinically confirmed,2020-11-01
Narok,Narok South,2020,December,Rabies,Clinical,canine,8,1,Clinically confirmed,2020-12-01
Nyamira,South Gucha,2020,March,Rabies,Laboratory,Bovine,1,1,Lab confirmed,2020-03-01
Nyamira,Borabu,2020,April,Rabies,Laboratory,Cattle,1,1,Lab confirmed,2020-04-01
Nyeri,MATHIRA EAST,2020,March,Anthrax,Laboratory,PORCINE,4,2,Lab confirmed,2020-03-01
Nyeri,Tetu,2020,March,Anthrax,Clinical,Cattle,1,2,Clinically confirmed,2020-03-01
Nyeri,Tetu,2020,March,Anthrax,Clinical,Cattle,14,0,Clinically confirmed,2020-03-01
Nyeri,Tetu,2020,March,Anthrax,Clinical,Cattle,5,0,Clinically confirmed,2020-03-01
Nyeri,Tetu,2020,March,Anthrax,Clinical,Cattle,1,4,Clinically confirmed,2020-03-01
Nyeri,Tetu,2020,March,Anthrax,Clinical,Cattle,5,0,Clinically confirmed,2020-03-01
Nyeri,Tetu,2020,March,Anthrax,Post Mortem,Cattle,1,0,Post Mortem,2020-03-01
Nyeri,Tetu,2020,March,Anthrax,Clinical,Cattle,1,0,Clinically confirmed,2020-03-01
Nyeri,Tetu,2020,March,Anthrax,Clinical,Cattle,1,1,Clinically confirmed,2020-03-01
Nyeri,Tetu,2020,March,Anthrax,Clinical,Cattle,1,1,Clinically confirmed,2020-03-01
Nyeri,Tetu,2020,March,Anthrax,Clinical,Cattle,1,0,Clinically confirmed,2020-03-01
Nyeri,Mathira East,2020,January,Anthrax,Laboratory,Cattle,1,1,Lab confirmed,2020-01-01
Nyeri,Nyeri Central,2020,January,Anthrax,Laboratory,Pigs,1,0,Lab confirmed,2020-01-01
Nyeri,Mathira,2020,January,Anthrax,Laboratory,Cattle,1,1,Lab confirmed,2020-01-01
Samburu,Samburu West,2020,February,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2020-02-01
Samburu,Samburu,2020,March,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2020-03-01
Samburu,Samburu West,2020,January,Rabies,Clinical,Dogs,1,1,Clinically confirmed,2020-01-01
Samburu,Samburu West,2020,August,Rabies,Clinical,Canine,4,0,Clinically confirmed,2020-08-01
Samburu,Samburu West,2020,August,Brucellosis,Clinical,Ovine,8,0,Clinically confirmed,2020-08-01
Siaya,Alego Usonga,2020,April,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2020-04-01
Taita Taveta,Mwatate,2020,November,Brucellosis,Clinical,Bovine,1,0,Clinically confirmed,2020-11-01
Taita Taveta,Mwatate,2020,November,Brucellosis,Clinical,Bovine,1,0,Clinically confirmed,2020-11-01
Taita Taveta,Mwatate,2020,December,Brucellosis,Clinical,Bovine,1,0,Clinically confirmed,2020-12-01
Taita Taveta,Wundanyi,2020,December,Rabies,Clinical,caprine,1,0,Clinically confirmed,2020-12-01
Taita Taveta,Mwatate,2020,October,Rabies,Clinical,Dogs,11,1,Clinically confirmed,2020-10-01
Taita Taveta,Voi,2020,October,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2020-10-01
Taita Taveta,Voi,2020,October,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2020-10-01
Taita Taveta,Voi,2020,October,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2020-10-01
Taita Taveta,Voi,2020,October,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2020-10-01
Taita Taveta,Voi,2020,October,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2020-10-01
Taita Taveta,Mwatate,2020,December,Brucellosis,Clinical,Bovine,1,0,Clinically confirmed,2020-12-01
Tana River,Bura,2020,July,Brucellosis,Clinical,Camel,9,0,Clinically confirmed,2020-07-01
Tana River,Bura,2020,July,Brucellosis,Clinical,Camel,4,1,Clinically confirmed,2020-07-01
Tharaka Nithi,Chuka/Igambang'Ombe,2020,June,Anthrax,Clinical,Bovine,1,1,Clinically confirmed,2020-06-01
Trans Nzoia,Cherangany,2020,November,Brucellosis,Clinical,Bovine,1,0,Clinically confirmed,2020-11-01
Trans Nzoia,Cherangany,2020,November,Brucellosis,Clinical,Bovine,1,0,Clinically confirmed,2020-11-01
Trans Nzoia,Cherangany,2020,December,Brucellosis,Clinical,Bovine,1,0,Clinically confirmed,2020-12-01
Trans Nzoia,Kiminini,2020,December,Anthrax,Clinical,Bovine,1,1,Clinically confirmed,2020-12-01
Trans Nzoia,Kiminini,2020,December,Rabies,Clinical,canine,2,2,Clinically confirmed,2020-12-01
Turkana,Turkana- West,2020,April,Brucellosis,Laboratory,Sheep,9,2,Lab confirmed,2020-04-01
Turkana,Turkana_central,2020,April,Brucellosis,Laboratory,Goats,2,0,Lab confirmed,2020-04-01
Turkana,Loima,2020,May,Brucellosis,Laboratory,Caprine,10,0,Lab confirmed,2020-05-01
Turkana,Central,2020,May,Brucellosis,Laboratory,Caprine,5,0,Lab confirmed,2020-05-01
Turkana,Central,2020,May,Brucellosis,Laboratory,Caprine,1,0,Lab confirmed,2020-05-01
Turkana,Central,2020,May,Brucellosis,Laboratory,Bovine,1,0,Lab confirmed,2020-05-01
Turkana,Central,2020,May,Brucellosis,Laboratory,Caprine,1,0,Lab confirmed,2020-05-01
Turkana,Central,2020,May,Brucellosis,Laboratory,Ovine,1,0,Lab confirmed,2020-05-01
