identifier,grouping,county,keyhealthindicator,date,cases_rate
Nairobi_Measles doses received within the Month_2021/June,2-Immunization,Nairobi,Measles doses received within the Month,06/01/2021,38114
Nairobi_Measles doses remaining  at the end Month_2021/June,2-Immunization,Nairobi,Measles doses remaining  at the end Month,06/01/2021,33178
Nairobi_Measles_2021/June,3-Cases Reported,Nairobi,Measles,06/01/2021,73
Muranga_Measles-Rubella 1 doses Administered_2021/June,2-Immunization,Muranga,Measles-Rubella 1 doses Administered,06/01/2021,1967
Muranga_Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years)_2021/June,2-Immunization,Muranga,Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years),06/01/2021,1538
Muranga_Measles-Rubella 2 Dose Administered >2 yrs_2021/June,2-Immunization,Muranga,Measles-Rubella 2 Dose Administered >2 yrs,06/01/2021,12
Muranga_Measles doses in stock at the beginning of the Month_2021/June,2-Immunization,Muranga,Measles doses in stock at the beginning of the Month,06/01/2021,10038
Muranga_Measles doses received within the Month_2021/June,2-Immunization,Muranga,Measles doses received within the Month,06/01/2021,9820
Muranga_Measles doses remaining  at the end Month_2021/June,2-Immunization,Muranga,Measles doses remaining  at the end Month,06/01/2021,9840
Muranga_Measles_2021/June,3-Cases Reported,Muranga,Measles,06/01/2021,33
Mombasa_Measles-Rubella 1 doses Administered_2021/June,2-Immunization,Mombasa,Measles-Rubella 1 doses Administered,06/01/2021,2162
Mombasa_Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years)_2021/June,2-Immunization,Mombasa,Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years),06/01/2021,1575
Mombasa_Measles-Rubella 2 Dose Administered >2 yrs_2021/June,2-Immunization,Mombasa,Measles-Rubella 2 Dose Administered >2 yrs,06/01/2021,54
Mombasa_Measles doses in stock at the beginning of the Month_2021/June,2-Immunization,Mombasa,Measles doses in stock at the beginning of the Month,06/01/2021,11700
Mombasa_Measles doses received within the Month_2021/June,2-Immunization,Mombasa,Measles doses received within the Month,06/01/2021,6060
Mombasa_Measles doses remaining  at the end Month_2021/June,2-Immunization,Mombasa,Measles doses remaining  at the end Month,06/01/2021,10925
Mombasa_Measles_2021/June,3-Cases Reported,Mombasa,Measles,06/01/2021,3
Migori_Measles-Rubella 1 doses Administered_2021/June,2-Immunization,Migori,Measles-Rubella 1 doses Administered,06/01/2021,4081
Migori_Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years)_2021/June,2-Immunization,Migori,Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years),06/01/2021,2990
Migori_Measles-Rubella 2 Dose Administered >2 yrs_2021/June,2-Immunization,Migori,Measles-Rubella 2 Dose Administered >2 yrs,06/01/2021,260
Migori_Measles doses in stock at the beginning of the Month_2021/June,2-Immunization,Migori,Measles doses in stock at the beginning of the Month,06/01/2021,11398
Migori_Measles doses received within the Month_2021/June,2-Immunization,Migori,Measles doses received within the Month,06/01/2021,11390
Migori_Measles doses remaining  at the end Month_2021/June,2-Immunization,Migori,Measles doses remaining  at the end Month,06/01/2021,12330
Migori_Measles_2021/June,3-Cases Reported,Migori,Measles,06/01/2021,25
Meru_Measles-Rubella 1 doses Administered_2021/June,2-Immunization,Meru,Measles-Rubella 1 doses Administered,06/01/2021,3127
Meru_Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years)_2021/June,2-Immunization,Meru,Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years),06/01/2021,3013
Meru_Measles-Rubella 2 Dose Administered >2 yrs_2021/June,2-Immunization,Meru,Measles-Rubella 2 Dose Administered >2 yrs,06/01/2021,67
Meru_Measles doses in stock at the beginning of the Month_2021/June,2-Immunization,Meru,Measles doses in stock at the beginning of the Month,06/01/2021,12370
Meru_Measles doses received within the Month_2021/June,2-Immunization,Meru,Measles doses received within the Month,06/01/2021,11390
Meru_Measles doses remaining  at the end Month_2021/June,2-Immunization,Meru,Measles doses remaining  at the end Month,06/01/2021,13211
Meru_Measles_2021/June,3-Cases Reported,Meru,Measles,06/01/2021,6
Marsabit_Measles-Rubella 1 doses Administered_2021/June,2-Immunization,Marsabit,Measles-Rubella 1 doses Administered,06/01/2021,969
Marsabit_Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years)_2021/June,2-Immunization,Marsabit,Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years),06/01/2021,437
Marsabit_Measles-Rubella 2 Dose Administered >2 yrs_2021/June,2-Immunization,Marsabit,Measles-Rubella 2 Dose Administered >2 yrs,06/01/2021,16
Marsabit_Measles doses in stock at the beginning of the Month_2021/June,2-Immunization,Marsabit,Measles doses in stock at the beginning of the Month,06/01/2021,3750
Marsabit_Measles doses received within the Month_2021/June,2-Immunization,Marsabit,Measles doses received within the Month,06/01/2021,1620
Marsabit_Measles doses remaining  at the end Month_2021/June,2-Immunization,Marsabit,Measles doses remaining  at the end Month,06/01/2021,3880
Marsabit_Measles_2021/June,3-Cases Reported,Marsabit,Measles,06/01/2021,0
Makueni_Measles-Rubella 1 doses Administered_2021/June,2-Immunization,Makueni,Measles-Rubella 1 doses Administered,06/01/2021,1948
Makueni_Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years)_2021/June,2-Immunization,Makueni,Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years),06/01/2021,1559
Makueni_Measles-Rubella 2 Dose Administered >2 yrs_2021/June,2-Immunization,Makueni,Measles-Rubella 2 Dose Administered >2 yrs,06/01/2021,18
Makueni_Measles doses in stock at the beginning of the Month_2021/June,2-Immunization,Makueni,Measles doses in stock at the beginning of the Month,06/01/2021,12543
Makueni_Measles doses received within the Month_2021/June,2-Immunization,Makueni,Measles doses received within the Month,06/01/2021,12230
Makueni_Measles doses remaining  at the end Month_2021/June,2-Immunization,Makueni,Measles doses remaining  at the end Month,06/01/2021,13677
Makueni_Measles_2021/June,3-Cases Reported,Makueni,Measles,06/01/2021,0
Mandera_Measles-Rubella 1 doses Administered_2021/June,2-Immunization,Mandera,Measles-Rubella 1 doses Administered,06/01/2021,2221
Mandera_Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years)_2021/June,2-Immunization,Mandera,Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years),06/01/2021,706
Mandera_Measles-Rubella 2 Dose Administered >2 yrs_2021/June,2-Immunization,Mandera,Measles-Rubella 2 Dose Administered >2 yrs,06/01/2021,175
Mandera_Measles doses in stock at the beginning of the Month_2021/June,2-Immunization,Mandera,Measles doses in stock at the beginning of the Month,06/01/2021,1150
Mandera_Measles doses received within the Month_2021/June,2-Immunization,Mandera,Measles doses received within the Month,06/01/2021,990
Mandera_Measles doses remaining  at the end Month_2021/June,2-Immunization,Mandera,Measles doses remaining  at the end Month,06/01/2021,1294
Mandera_Measles_2021/June,3-Cases Reported,Mandera,Measles,06/01/2021,2
Taita/Taveta_Measles-Rubella 1 doses Administered_2021/June,2-Immunization,Taita/Taveta,Measles-Rubella 1 doses Administered,06/01/2021,705
Taita/Taveta_Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years)_2021/June,2-Immunization,Taita/Taveta,Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years),06/01/2021,667
Taita/Taveta_Measles-Rubella 2 Dose Administered >2 yrs_2021/June,2-Immunization,Taita/Taveta,Measles-Rubella 2 Dose Administered >2 yrs,06/01/2021,30
Taita/Taveta_Measles doses in stock at the beginning of the Month_2021/June,2-Immunization,Taita/Taveta,Measles doses in stock at the beginning of the Month,06/01/2021,4958
Taita/Taveta_Measles doses received within the Month_2021/June,2-Immunization,Taita/Taveta,Measles doses received within the Month,06/01/2021,3600
Taita/Taveta_Measles doses remaining  at the end Month_2021/June,2-Immunization,Taita/Taveta,Measles doses remaining  at the end Month,06/01/2021,5212
Taita/Taveta_Measles_2021/June,3-Cases Reported,Taita/Taveta,Measles,06/01/2021,1
Tana River_Measles-Rubella 1 doses Administered_2021/June,2-Immunization,Tana River,Measles-Rubella 1 doses Administered,06/01/2021,705
Tana River_Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years)_2021/June,2-Immunization,Tana River,Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years),06/01/2021,917
Tana River_Measles-Rubella 2 Dose Administered >2 yrs_2021/June,2-Immunization,Tana River,Measles-Rubella 2 Dose Administered >2 yrs,06/01/2021,35
Tana River_Measles doses in stock at the beginning of the Month_2021/June,2-Immunization,Tana River,Measles doses in stock at the beginning of the Month,06/01/2021,3133
Tana River_Measles doses received within the Month_2021/June,2-Immunization,Tana River,Measles doses received within the Month,06/01/2021,2600
Tana River_Measles doses remaining  at the end Month_2021/June,2-Immunization,Tana River,Measles doses remaining  at the end Month,06/01/2021,3307
Tana River_Measles_2021/June,3-Cases Reported,Tana River,Measles,06/01/2021,42
Tharaka-Nithi_Measles-Rubella 1 doses Administered_2021/June,2-Immunization,Tharaka-Nithi,Measles-Rubella 1 doses Administered,06/01/2021,871
Tharaka-Nithi_Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years)_2021/June,2-Immunization,Tharaka-Nithi,Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years),06/01/2021,605
Tharaka-Nithi_Measles-Rubella 2 Dose Administered >2 yrs_2021/June,2-Immunization,Tharaka-Nithi,Measles-Rubella 2 Dose Administered >2 yrs,06/01/2021,29
Tharaka-Nithi_Measles doses in stock at the beginning of the Month_2021/June,2-Immunization,Tharaka-Nithi,Measles doses in stock at the beginning of the Month,06/01/2021,4126
Tharaka-Nithi_Measles doses received within the Month_2021/June,2-Immunization,Tharaka-Nithi,Measles doses received within the Month,06/01/2021,3938
Tharaka-Nithi_Measles doses remaining  at the end Month_2021/June,2-Immunization,Tharaka-Nithi,Measles doses remaining  at the end Month,06/01/2021,5062
Tharaka-Nithi_Measles_2021/June,3-Cases Reported,Tharaka-Nithi,Measles,06/01/2021,2
Trans Nzoia_Measles-Rubella 1 doses Administered_2021/June,2-Immunization,Trans Nzoia,Measles-Rubella 1 doses Administered,06/01/2021,2592
Trans Nzoia_Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years)_2021/June,2-Immunization,Trans Nzoia,Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years),06/01/2021,1726
Trans Nzoia_Measles-Rubella 2 Dose Administered >2 yrs_2021/June,2-Immunization,Trans Nzoia,Measles-Rubella 2 Dose Administered >2 yrs,06/01/2021,231
Trans Nzoia_Measles doses in stock at the beginning of the Month_2021/June,2-Immunization,Trans Nzoia,Measles doses in stock at the beginning of the Month,06/01/2021,10440
Trans Nzoia_Measles doses received within the Month_2021/June,2-Immunization,Trans Nzoia,Measles doses received within the Month,06/01/2021,7730
Trans Nzoia_Measles doses remaining  at the end Month_2021/June,2-Immunization,Trans Nzoia,Measles doses remaining  at the end Month,06/01/2021,9499
Trans Nzoia_Measles_2021/June,3-Cases Reported,Trans Nzoia,Measles,06/01/2021,44
Turkana_Measles-Rubella 1 doses Administered_2021/June,2-Immunization,Turkana,Measles-Rubella 1 doses Administered,06/01/2021,2815
Turkana_Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years)_2021/June,2-Immunization,Turkana,Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years),06/01/2021,1213
Turkana_Measles-Rubella 2 Dose Administered >2 yrs_2021/June,2-Immunization,Turkana,Measles-Rubella 2 Dose Administered >2 yrs,06/01/2021,351
Turkana_Measles doses in stock at the beginning of the Month_2021/June,2-Immunization,Turkana,Measles doses in stock at the beginning of the Month,06/01/2021,11086
Turkana_Measles doses received within the Month_2021/June,2-Immunization,Turkana,Measles doses received within the Month,06/01/2021,6600
Turkana_Measles doses remaining  at the end Month_2021/June,2-Immunization,Turkana,Measles doses remaining  at the end Month,06/01/2021,13182
Turkana_Measles_2021/June,3-Cases Reported,Turkana,Measles,06/01/2021,0
Uasin Gishu_Measles-Rubella 1 doses Administered_2021/June,2-Immunization,Uasin Gishu,Measles-Rubella 1 doses Administered,06/01/2021,2747
Uasin Gishu_Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years)_2021/June,2-Immunization,Uasin Gishu,Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years),06/01/2021,2431
Uasin Gishu_Measles-Rubella 2 Dose Administered >2 yrs_2021/June,2-Immunization,Uasin Gishu,Measles-Rubella 2 Dose Administered >2 yrs,06/01/2021,159
Uasin Gishu_Measles doses in stock at the beginning of the Month_2021/June,2-Immunization,Uasin Gishu,Measles doses in stock at the beginning of the Month,06/01/2021,13330
Uasin Gishu_Measles doses received within the Month_2021/June,2-Immunization,Uasin Gishu,Measles doses received within the Month,06/01/2021,11260
Uasin Gishu_Measles doses remaining  at the end Month_2021/June,2-Immunization,Uasin Gishu,Measles doses remaining  at the end Month,06/01/2021,13185
Uasin Gishu_Measles_2021/June,3-Cases Reported,Uasin Gishu,Measles,06/01/2021,170
Vihiga_Measles-Rubella 1 doses Administered_2021/June,2-Immunization,Vihiga,Measles-Rubella 1 doses Administered,06/01/2021,1357
Vihiga_Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years)_2021/June,2-Immunization,Vihiga,Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years),06/01/2021,940
Vihiga_Measles-Rubella 2 Dose Administered >2 yrs_2021/June,2-Immunization,Vihiga,Measles-Rubella 2 Dose Administered >2 yrs,06/01/2021,112
Vihiga_Measles doses in stock at the beginning of the Month_2021/June,2-Immunization,Vihiga,Measles doses in stock at the beginning of the Month,06/01/2021,5100
Vihiga_Measles doses received within the Month_2021/June,2-Immunization,Vihiga,Measles doses received within the Month,06/01/2021,5250
Vihiga_Measles doses remaining  at the end Month_2021/June,2-Immunization,Vihiga,Measles doses remaining  at the end Month,06/01/2021,5527
Vihiga_Measles_2021/June,3-Cases Reported,Vihiga,Measles,06/01/2021,1
Wajir_Measles-Rubella 1 doses Administered_2021/June,2-Immunization,Wajir,Measles-Rubella 1 doses Administered,06/01/2021,1708
Wajir_Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years)_2021/June,2-Immunization,Wajir,Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years),06/01/2021,1060
Wajir_Measles-Rubella 2 Dose Administered >2 yrs_2021/June,2-Immunization,Wajir,Measles-Rubella 2 Dose Administered >2 yrs,06/01/2021,238
Wajir_Measles doses in stock at the beginning of the Month_2021/June,2-Immunization,Wajir,Measles doses in stock at the beginning of the Month,06/01/2021,7463
Wajir_Measles doses received within the Month_2021/June,2-Immunization,Wajir,Measles doses received within the Month,06/01/2021,6670
Wajir_Measles doses remaining  at the end Month_2021/June,2-Immunization,Wajir,Measles doses remaining  at the end Month,06/01/2021,8437
Wajir_Measles_2021/June,3-Cases Reported,Wajir,Measles,06/01/2021,0
West Pokot_Measles-Rubella 1 doses Administered_2021/June,2-Immunization,West Pokot,Measles-Rubella 1 doses Administered,06/01/2021,2040
West Pokot_Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years)_2021/June,2-Immunization,West Pokot,Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years),06/01/2021,692
West Pokot_Measles-Rubella 2 Dose Administered >2 yrs_2021/June,2-Immunization,West Pokot,Measles-Rubella 2 Dose Administered >2 yrs,06/01/2021,27
West Pokot_Measles doses in stock at the beginning of the Month_2021/June,2-Immunization,West Pokot,Measles doses in stock at the beginning of the Month,06/01/2021,10988
West Pokot_Measles doses received within the Month_2021/June,2-Immunization,West Pokot,Measles doses received within the Month,06/01/2021,5290
West Pokot_Measles doses remaining  at the end Month_2021/June,2-Immunization,West Pokot,Measles doses remaining  at the end Month,06/01/2021,11259
West Pokot_Measles_2021/June,3-Cases Reported,West Pokot,Measles,06/01/2021,7
Baringo_Measles-Rubella 1 doses Administered_2021/July,2-Immunization,Baringo,Measles-Rubella 1 doses Administered,07/01/2021,1382
Baringo_Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years)_2021/July,2-Immunization,Baringo,Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years),07/01/2021,667
Baringo_Measles-Rubella 2 Dose Administered >2 yrs_2021/July,2-Immunization,Baringo,Measles-Rubella 2 Dose Administered >2 yrs,07/01/2021,63
Baringo_Measles doses in stock at the beginning of the Month_2021/July,2-Immunization,Baringo,Measles doses in stock at the beginning of the Month,07/01/2021,10490
Baringo_Measles doses received within the Month_2021/July,2-Immunization,Baringo,Measles doses received within the Month,07/01/2021,4180
Baringo_Measles doses remaining  at the end Month_2021/July,2-Immunization,Baringo,Measles doses remaining  at the end Month,07/01/2021,10236
Baringo_Measles_2021/July,3-Cases Reported,Baringo,Measles,07/01/2021,12
Bomet_Measles-Rubella 1 doses Administered_2021/July,2-Immunization,Bomet,Measles-Rubella 1 doses Administered,07/01/2021,1250
Bomet_Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years)_2021/July,2-Immunization,Bomet,Measles-Rubella 2 Dose Adm (at 1 1/2 - 2 years),07/01/2021,531
Bomet_Measles-Rubella 2 Dose Administered >2 yrs_2021/July,2-Immunization,Bomet,Measles-Rubella 2 Dose Administered >2 yrs,07/01/2021,13
Bomet_Measles doses in stock at the beginning of the Month_2021/July,2-Immunization,Bomet,Measles doses in stock at the beginning of the Month,07/01/2021,13067
Bomet_Measles doses received within the Month_2021/July,2-Immunization,Bomet,Measles doses received within the Month,07/01/2021,10160
Bomet_Measles doses remaining  at the end Month_2021/July,2-Immunization,Bomet,Measles doses remaining  at the end Month,07/01/2021,15857
